date,crop,price_per_kg,volume_kg
2017-09-28,cucumber,16402.99,320936.0
2017-09-29,cucumber,16108.2,355984.0
2017-09-30,cucumber,18073.07,292258.0
2017-10-01,cucumber,9247.75,1510.0
2017-10-02,cucumber,27689.11,412668.0
2017-10-03,cucumber,27586.68,185299.0
2017-10-07,cucumber,15481.48,402373.0
2017-10-09,cucumber,15356.35,188054.0
2017-10-10,cucumber,17469.3,125431.0
2017-10-11,cucumber,17351.3,121253.0
2017-10-12,cucumber,17972.75,162148.0
2017-10-13,cucumber,17962.02,323731.0
2017-10-14,cucumber,15281.6,315696.0
2017-10-16,cucumber,17328.44,127668.0
2017-10-17,cucumber,23506.01,171110.0
2017-10-18,cucumber,23080.03,152698.0
2017-10-19,cucumber,25024.03,182860.0
2017-10-20,cucumber,27983.12,207827.0
2017-10-21,cucumber,33109.03,211333.0
2017-10-24,cucumber,30509.88,88145.0
2017-10-25,cucumber,26211.63,219632.0
2017-10-26,cucumber,25421.9,223588.0
2017-10-27,cucumber,23750.87,296270.0
2017-10-28,cucumber,19269.66,356420.0
2017-10-30,cucumber,16676.48,204837.0
2017-10-31,cucumber,16556.41,87946.0
2017-11-01,cucumber,15841.62,259346.0
2017-11-02,cucumber,15732.75,88316.0
2017-11-03,cucumber,17331.05,275385.0
2017-11-04,cucumber,16926.38,284727.0
2017-11-06,cucumber,15493.92,136311.0
2017-11-07,cucumber,18617.85,119129.0
2017-11-08,cucumber,19340.5,202805.0
2017-11-09,cucumber,19957.61,136513.0
2017-11-10,cucumber,19678.71,246343.0
2017-11-11,cucumber,18820.99,215572.0
2017-11-13,cucumber,17236.18,107720.0
2017-11-14,cucumber,24864.95,93579.0
2017-11-15,cucumber,20264.2,94013.0
2017-11-16,cucumber,22476.56,92305.0
2017-11-17,cucumber,21350.08,220723.0
2017-11-18,cucumber,21307.68,172830.0
2017-11-21,cucumber,24638.04,72799.0
2017-11-22,cucumber,26321.11,146928.0
2017-11-23,cucumber,26038.59,81838.0
2017-11-24,cucumber,25105.4,177234.0
2017-11-25,cucumber,26769.24,166915.0
2017-11-27,cucumber,24492.29,75070.0
2017-11-28,cucumber,28226.19,69851.0
2017-11-29,cucumber,30538.45,158501.0
2017-11-30,cucumber,27571.95,85915.0
2017-12-01,cucumber,26690.82,208461.0
2017-12-02,cucumber,24411.13,216249.0
2017-12-04,cucumber,23042.99,104383.0
2017-12-05,cucumber,23241.14,80339.0
2017-12-06,cucumber,22246.27,152566.0
2017-12-07,cucumber,21592.85,161862.0
2017-12-08,cucumber,21922.1,232000.0
2017-12-09,cucumber,21171.47,211299.0
2017-12-11,cucumber,20223.44,123316.0
2017-12-12,cucumber,20734.59,48611.0
2017-12-13,cucumber,20669.8,158303.0
2017-12-14,cucumber,25103.06,181366.0
2017-12-16,cucumber,27102.77,185838.0
2017-12-18,cucumber,26166.74,122007.0
2017-12-19,cucumber,27989.92,186020.0
2017-12-20,cucumber,27246.47,168014.0
2017-12-21,cucumber,27276.89,180688.0
2017-12-22,cucumber,27474.34,217643.0
2017-12-23,cucumber,24689.19,69699.0
2017-12-25,cucumber,24748.87,84022.0
2017-12-26,cucumber,28356.72,160334.0
2017-12-27,cucumber,26510.42,189036.0
2017-12-28,cucumber,30763.19,181183.0
2017-12-30,cucumber,38872.22,243324.0
2018-01-02,cucumber,2266.16,9732.0
2018-01-03,cucumber,1875.74,541077.6
2018-01-04,cucumber,2101.29,149885.7
2018-01-05,cucumber,2362.23,221436.9
2018-01-06,cucumber,2245.43,178087.1
2018-01-08,cucumber,2372.73,325396.4
2018-01-09,cucumber,2346.07,143631.2
2018-01-10,cucumber,2420.67,183598.2
2018-01-11,cucumber,2512.63,139464.1
2018-01-12,cucumber,2587.23,158343.7
2018-01-13,cucumber,2488.88,162083.4
2018-01-15,cucumber,2623.12,281229.8
2018-01-16,cucumber,2670.61,156412.4
2018-01-17,cucumber,2800.23,198244.7
2018-01-18,cucumber,2802.61,162968.2
2018-01-19,cucumber,3009.38,199644.5
2018-01-20,cucumber,2950.88,181376.5
2018-01-22,cucumber,3063.45,340341.7
2018-01-23,cucumber,3022.9,174667.3
2018-01-24,cucumber,2928.48,215548.8
2018-01-25,cucumber,2517.96,165844.8
2018-01-26,cucumber,2221.1,195072.5
2018-01-27,cucumber,2040.45,160905.4
2018-01-29,cucumber,2415.05,320590.6
2018-01-30,cucumber,2384.03,157063.5
2018-01-31,cucumber,2514.89,209819.6
2018-02-01,cucumber,2394.81,165815.0
2018-02-02,cucumber,2502.74,222989.2
2018-02-03,cucumber,2494.91,188837.9
2018-02-05,cucumber,2703.16,371874.5
2018-02-06,cucumber,2525.33,181811.2
2018-02-07,cucumber,2407.95,223514.8
2018-02-08,cucumber,2457.42,186765.0
2018-02-09,cucumber,2526.89,231642.2
2018-02-10,cucumber,2791.13,233549.1
2018-02-11,cucumber,2277.84,185.0
2018-02-12,cucumber,2910.11,446269.7
2018-02-13,cucumber,2772.16,253953.6
2018-02-14,cucumber,2569.81,336528.8
2018-02-15,cucumber,1816.32,194710.0
2018-02-19,cucumber,1766.53,617101.6
2018-02-20,cucumber,1743.36,284003.0
2018-02-21,cucumber,1601.43,272681.8
2018-02-22,cucumber,1492.17,258753.2
2018-02-23,cucumber,1618.37,267305.3
2018-02-24,cucumber,1603.05,267524.04
2018-02-26,cucumber,1694.45,465075.0
2018-02-27,cucumber,1716.95,254626.3
2018-02-28,cucumber,1775.07,286838.4
2018-03-01,cucumber,2002.43,245208.0
2018-03-02,cucumber,2157.99,271209.7
2018-03-03,cucumber,2445.95,257263.0
2018-03-05,cucumber,2159.29,533524.6
2018-03-06,cucumber,1931.67,319137.1
2018-03-07,cucumber,1798.47,326139.4
2018-03-08,cucumber,1863.31,293501.1
2018-03-09,cucumber,2033.24,284157.1
2018-03-10,cucumber,2083.98,293576.4
2018-03-12,cucumber,2056.46,505729.8
2018-03-13,cucumber,2281.43,263965.5
2018-03-14,cucumber,2456.81,355630.9
2018-03-15,cucumber,2503.74,312458.3
2018-03-16,cucumber,2359.71,391511.24
2018-03-17,cucumber,2397.7,350877.0
2018-03-19,cucumber,2141.05,589004.0
2018-03-20,cucumber,2227.12,337019.8
2018-03-21,cucumber,2118.08,361937.4
2018-03-22,cucumber,2261.4,284874.0
2018-03-23,cucumber,2318.98,331112.0
2018-03-24,cucumber,2533.4,305606.0
2018-03-26,cucumber,2426.54,611191.18
2018-03-27,cucumber,2498.46,348051.0
2018-03-28,cucumber,2405.83,416851.6
2018-03-29,cucumber,2343.75,410566.0
2018-03-30,cucumber,2205.62,513878.0
2018-03-31,cucumber,2094.68,557706.7
2018-04-02,cucumber,1544.01,1052097.4
2018-04-03,cucumber,1334.94,615380.37
2018-04-04,cucumber,1331.46,642074.0
2018-04-05,cucumber,1393.23,602148.0
2018-04-06,cucumber,1615.34,522367.0
2018-04-07,cucumber,1610.97,463952.0
2018-04-09,cucumber,1707.34,719600.0
2018-04-10,cucumber,1732.31,462160.04
2018-04-11,cucumber,1776.75,465167.6
2018-04-12,cucumber,1779.33,567327.0
2018-04-13,cucumber,1860.91,548360.0
2018-04-14,cucumber,1968.63,577556.2
2018-04-16,cucumber,1712.03,998688.0
2018-04-17,cucumber,1590.56,532863.0
2018-04-18,cucumber,1545.71,641293.0
2018-04-19,cucumber,1693.41,637055.0
2018-04-20,cucumber,1627.47,732435.6
2018-04-21,cucumber,1453.27,782490.0
2018-04-23,cucumber,1110.93,1464221.6
2018-04-24,cucumber,1123.8,757389.0
2018-04-25,cucumber,1139.95,742891.0
2018-04-26,cucumber,1267.54,666807.0
2018-04-27,cucumber,1337.92,684827.6
2018-04-28,cucumber,1408.35,843905.0
2018-04-30,cucumber,1237.72,1393280.3
2018-05-01,cucumber,1190.73,815604.6
2018-05-02,cucumber,1142.2,936062.2
2018-05-03,cucumber,1174.69,877756.2
2018-05-04,cucumber,1321.21,789880.4
2018-05-05,cucumber,1411.29,730144.0
2018-05-07,cucumber,1294.98,1377017.4
2018-05-08,cucumber,1151.54,884974.0
2018-05-09,cucumber,1156.48,806541.8
2018-05-10,cucumber,1223.46,720463.03
2018-05-11,cucumber,1330.57,752639.1
2018-05-12,cucumber,1174.42,841498.0
2018-05-14,cucumber,1159.1,1258070.2
2018-05-15,cucumber,1286.42,731613.6
2018-05-16,cucumber,1254.04,856265.6
2018-05-17,cucumber,1171.13,989708.0
2018-05-18,cucumber,1039.3,1020995.2
2018-05-19,cucumber,983.19,991511.6
2018-05-21,cucumber,1263.88,1034067.6
2018-05-22,cucumber,1461.88,594869.0
2018-05-23,cucumber,1774.16,509929.5
2018-05-24,cucumber,2122.06,408493.2
2018-05-25,cucumber,3523.9,297842.3
2018-05-26,cucumber,2392.08,480283.65
2018-05-28,cucumber,1576.97,1273299.4
2018-05-29,cucumber,1263.85,1181332.74
2018-05-30,cucumber,1092.83,1460122.6
2018-05-31,cucumber,901.28,1621311.1
2018-06-01,cucumber,939.09,1328359.4
2018-06-02,cucumber,922.71,1266773.89
2018-06-04,cucumber,1127.93,1493677.95
2018-06-05,cucumber,1364.7,984164.99
2018-06-06,cucumber,1253.84,1148039.36
2018-06-07,cucumber,1291.47,1121847.4
2018-06-08,cucumber,1210.63,1255256.0
2018-06-09,cucumber,1125.31,1302044.6
2018-06-11,cucumber,1004.7,1820243.0
2018-06-12,cucumber,1046.43,1061185.8
2018-06-13,cucumber,1095.96,889317.4
2018-06-14,cucumber,1225.47,787757.0
2018-06-15,cucumber,1310.63,881270.2
2018-06-16,cucumber,1351.64,852620.0
2018-06-18,cucumber,1274.9,1328552.6
2018-06-19,cucumber,1192.57,976332.4
2018-06-20,cucumber,1106.11,1012214.0
2018-06-21,cucumber,1124.28,985706.2
2018-06-22,cucumber,1129.63,986699.4
2018-06-23,cucumber,1147.95,962523.0
2018-06-25,cucumber,1046.72,1517144.0
2018-06-26,cucumber,1113.86,976616.0
2018-06-27,cucumber,1208.19,844298.0
2018-06-28,cucumber,1084.48,826785.8
2018-06-29,cucumber,1051.67,754655.0
2018-06-30,cucumber,1020.79,766635.6
2018-07-02,cucumber,1098.86,922941.2
2018-07-03,cucumber,1197.54,506398.8
2018-07-04,cucumber,1253.01,442448.0
2018-07-05,cucumber,1527.98,416735.4
2018-07-06,cucumber,2018.86,467786.2
2018-07-07,cucumber,1827.48,495654.0
2018-07-09,cucumber,2039.67,627790.0
2018-07-10,cucumber,2425.25,387197.0
2018-07-11,cucumber,2114.87,438080.0
2018-07-12,cucumber,1996.0,453472.4
2018-07-13,cucumber,1842.77,548734.0
2018-07-14,cucumber,1561.77,673721.0
2018-07-16,cucumber,1124.03,1008271.6
2018-07-17,cucumber,1176.3,571624.0
2018-07-18,cucumber,1518.25,521516.0
2018-07-19,cucumber,1668.53,474900.23
2018-07-20,cucumber,1529.33,522748.0
2018-07-21,cucumber,1382.1,650524.0
2018-07-23,cucumber,1143.49,973372.0
2018-07-24,cucumber,1084.05,671989.0
2018-07-25,cucumber,1022.18,629311.0
2018-07-26,cucumber,957.59,589070.6
2018-07-27,cucumber,1011.38,551716.0
2018-07-28,cucumber,1215.35,548421.0
2018-07-30,cucumber,1070.77,734132.61
2018-07-31,cucumber,1075.23,479729.42
2018-08-01,cucumber,1105.61,418443.0
2018-08-02,cucumber,1689.44,386136.15
2018-08-03,cucumber,2253.58,468335.0
2018-08-04,cucumber,1362.94,67735.0
2018-08-06,cucumber,1226.08,771115.4
2018-08-07,cucumber,1474.41,440568.0
2018-08-08,cucumber,1956.27,410772.0
2018-08-09,cucumber,2126.99,380264.8
2018-08-10,cucumber,2050.14,373196.8
2018-08-11,cucumber,1858.95,402867.0
2018-08-13,cucumber,1992.33,519216.2
2018-08-14,cucumber,2168.58,371306.0
2018-08-15,cucumber,1935.39,388550.0
2018-08-16,cucumber,1796.66,377076.0
2018-08-17,cucumber,1791.35,363637.2
2018-08-18,cucumber,2081.57,363024.0
2018-08-20,cucumber,2212.2,461699.8
2018-08-21,cucumber,2265.51,316445.0
2018-08-22,cucumber,2245.47,319273.0
2018-08-23,cucumber,2445.79,322900.8
2018-08-24,cucumber,2531.9,326806.0
2018-08-25,cucumber,1833.44,428894.0
2018-08-27,cucumber,1550.81,582381.2
2018-08-28,cucumber,1661.98,301577.12
2018-08-29,cucumber,1674.67,284916.6
2018-08-30,cucumber,1742.63,220016.19
2018-08-31,cucumber,2090.25,228555.8
2018-09-01,cucumber,2413.43,256241.0
2018-09-03,cucumber,2672.46,393767.2
2018-09-04,cucumber,2831.94,260207.0
2018-09-05,cucumber,2488.14,281838.0
2018-09-06,cucumber,2440.59,237967.4
2018-09-07,cucumber,2557.13,256902.0
2018-09-08,cucumber,2239.86,342753.0
2018-09-10,cucumber,2168.53,502194.0
2018-09-11,cucumber,2135.43,344898.0
2018-09-12,cucumber,1927.83,352209.0
2018-09-13,cucumber,2000.81,329840.6
2018-09-14,cucumber,2027.94,353264.0
2018-09-15,cucumber,1886.4,390233.0
2018-09-17,cucumber,1673.99,629835.0
2018-09-18,cucumber,1609.37,393156.0
2018-09-19,cucumber,1620.83,372209.0
2018-09-20,cucumber,1729.6,386856.0
2018-09-21,cucumber,1481.16,393337.5
2018-09-22,cucumber,1342.93,335725.0
2018-09-23,cucumber,920.97,1879.0
2018-09-27,cucumber,1474.9,451913.0
2018-09-28,cucumber,1871.62,334831.0
2018-09-29,cucumber,2047.86,302817.2
2018-10-01,cucumber,1993.77,440631.0
2018-10-02,cucumber,1973.05,278449.49
2018-10-03,cucumber,1800.74,263820.49
2018-10-04,cucumber,1743.17,256085.6
2018-10-05,cucumber,1763.88,283106.32
2018-10-06,cucumber,1583.92,341793.65
2018-10-08,cucumber,1239.45,589361.67
2018-10-09,cucumber,1194.74,322290.15
2018-10-10,cucumber,1217.95,297402.81
2018-10-11,cucumber,1205.32,336503.0
2018-10-12,cucumber,1156.98,316913.03
2018-10-13,cucumber,1117.41,303113.0
2018-10-15,cucumber,1239.15,407066.7
2018-10-16,cucumber,1565.54,250641.14
2018-10-17,cucumber,1604.64,298167.0
2018-10-18,cucumber,1748.4,250617.57
2018-10-19,cucumber,1754.06,261793.43
2018-10-20,cucumber,1838.77,272604.17
2018-10-22,cucumber,1672.67,449639.0
2018-10-23,cucumber,1555.74,291214.04
2018-10-24,cucumber,1376.98,348205.43
2018-10-25,cucumber,1326.71,310794.63
2018-10-26,cucumber,1240.4,332262.8
2018-10-27,cucumber,1095.76,332651.74
2018-10-29,cucumber,1138.13,441602.98
2018-10-30,cucumber,1269.45,271033.08
2018-10-31,cucumber,1242.23,280840.63
2018-11-01,cucumber,1258.96,233253.64
2018-11-02,cucumber,1234.95,270692.91
2018-11-03,cucumber,1270.28,262028.44
2018-11-05,cucumber,1272.66,419095.0
2018-11-06,cucumber,1332.63,262122.3
2018-11-07,cucumber,1321.85,293259.37
2018-11-08,cucumber,1257.06,252647.36
2018-11-09,cucumber,1214.02,241687.6
2018-11-10,cucumber,1155.68,265521.65
2018-11-12,cucumber,1285.75,332233.0
2018-11-13,cucumber,1661.74,187381.55
2018-11-14,cucumber,1711.26,248692.1
2018-11-15,cucumber,1687.83,169423.36
2018-11-16,cucumber,1623.48,267805.1
2018-11-17,cucumber,1638.52,211849.13
2018-11-19,cucumber,1628.13,320652.83
2018-11-20,cucumber,1544.56,204313.99
2018-11-21,cucumber,1626.44,199744.95
2018-11-22,cucumber,1625.86,148280.4
2018-11-23,cucumber,1784.22,167519.86
2018-11-24,cucumber,1762.13,167772.45
2018-11-26,cucumber,2036.46,202086.43
2018-11-27,cucumber,2116.85,164646.9
2018-11-28,cucumber,2273.73,152839.74
2018-11-29,cucumber,2486.96,167195.0
2018-11-30,cucumber,2513.88,172729.73
2018-12-01,cucumber,2292.04,208248.7
2018-12-03,cucumber,2187.71,298922.97
2018-12-04,cucumber,2104.01,204263.55
2018-12-05,cucumber,2045.68,212872.0
2018-12-06,cucumber,1768.85,210249.48
2018-12-07,cucumber,1693.97,212953.72
2018-12-08,cucumber,1386.08,202619.51
2018-12-10,cucumber,1554.41,290325.8
2018-12-11,cucumber,1739.46,156170.0
2018-12-12,cucumber,1940.57,180378.24
2018-12-13,cucumber,2221.5,134256.7
2018-12-14,cucumber,2122.06,175667.26
2018-12-15,cucumber,2134.53,153362.57
2018-12-17,cucumber,2301.3,235859.35
2018-12-18,cucumber,2447.34,150979.31
2018-12-19,cucumber,2563.93,160777.52
2018-12-20,cucumber,2556.64,134686.28
2018-12-21,cucumber,2608.48,194436.27
2018-12-22,cucumber,2410.51,172107.23
2018-12-24,cucumber,2441.6,324985.0
2018-12-25,cucumber,2359.93,181497.0
2018-12-26,cucumber,2241.29,233656.0
2018-12-27,cucumber,2028.67,197313.0
2018-12-28,cucumber,1810.69,236758.0
2018-12-29,cucumber,1685.05,193465.0
2018-12-31,cucumber,1630.23,359758.0
2019-01-02,cucumber,1989.08,5516.0
2019-01-03,cucumber,1877.68,385551.2
2019-01-04,cucumber,2188.95,138801.0
2019-01-05,cucumber,2272.55,193858.0
2019-01-07,cucumber,2381.35,277039.0
2019-01-08,cucumber,2534.52,158027.0
2019-01-09,cucumber,2641.52,183886.0
2019-01-10,cucumber,2610.99,169906.2
2019-01-11,cucumber,2566.84,190357.0
2019-01-12,cucumber,2406.72,185101.5
2019-01-14,cucumber,2447.99,336290.66
2019-01-15,cucumber,2418.71,176721.5
2019-01-16,cucumber,2497.19,191774.1
2019-01-17,cucumber,2395.57,160055.5
2019-01-18,cucumber,2497.12,185896.0
2019-01-19,cucumber,2530.07,165556.0
2019-01-21,cucumber,2653.92,298256.5
2019-01-22,cucumber,2612.19,161824.7
2019-01-23,cucumber,2688.44,194034.0
2019-01-24,cucumber,2739.9,160737.6
2019-01-25,cucumber,2923.34,191115.03
2019-01-26,cucumber,2997.13,180592.5
2019-01-27,cucumber,1299.26,540.0
2019-01-28,cucumber,3313.06,334980.0
2019-01-29,cucumber,3241.2,191763.0
2019-01-30,cucumber,3262.51,210305.0
2019-01-31,cucumber,3235.59,198738.5
2019-02-01,cucumber,3639.53,207296.5
2019-02-02,cucumber,4116.42,241443.5
2019-02-03,cucumber,4190.25,9905.0
2019-02-04,cucumber,2796.99,304006.5
2019-02-07,cucumber,3767.46,3567.0
2019-02-08,cucumber,2256.34,482919.0
2019-02-09,cucumber,2107.11,230452.0
2019-02-11,cucumber,2198.65,375508.0
2019-02-12,cucumber,2086.23,182917.0
2019-02-13,cucumber,2207.3,206165.2
2019-02-14,cucumber,2149.41,182510.5
2019-02-15,cucumber,2346.8,210138.0
2019-02-16,cucumber,2219.51,203359.0
2019-02-18,cucumber,2144.43,354005.5
2019-02-19,cucumber,2149.61,173233.0
2019-02-20,cucumber,2219.75,197684.5
2019-02-21,cucumber,2244.58,177087.0
2019-02-22,cucumber,2344.84,198400.0
2019-02-23,cucumber,2341.9,199187.5
2019-02-25,cucumber,2253.18,424515.0
2019-02-26,cucumber,2169.3,250733.5
2019-02-27,cucumber,2150.41,277772.5
2019-02-28,cucumber,2190.85,260379.5
2019-03-01,cucumber,2203.12,265106.5
2019-03-02,cucumber,2456.47,254170.0
2019-03-04,cucumber,2490.26,471013.0
2019-03-05,cucumber,2559.01,278314.0
2019-03-06,cucumber,2404.35,290442.5
2019-03-07,cucumber,2409.18,275281.5
2019-03-08,cucumber,2441.16,304984.0
2019-03-09,cucumber,2417.94,304654.5
2019-03-11,cucumber,2300.39,582999.0
2019-03-12,cucumber,2250.25,330489.0
2019-03-13,cucumber,2242.35,334350.0
2019-03-14,cucumber,2349.83,252659.5
2019-03-15,cucumber,2498.75,297083.5
2019-03-16,cucumber,2504.48,332725.0
2019-03-18,cucumber,2261.36,588660.0
2019-03-19,cucumber,2202.47,344534.5
2019-03-20,cucumber,2187.77,378675.0
2019-03-21,cucumber,2070.19,383679.0
2019-03-22,cucumber,2022.68,411140.0
2019-03-23,cucumber,1883.6,389192.0
2019-03-25,cucumber,1816.44,688165.0
2019-03-26,cucumber,1848.41,420670.5
2019-03-27,cucumber,1924.16,460472.5
2019-03-28,cucumber,1928.6,454856.0
2019-03-29,cucumber,1753.45,551040.5
2019-03-30,cucumber,1643.32,537939.0
2019-04-01,cucumber,1422.59,921324.0
2019-04-02,cucumber,1571.96,462908.8
2019-04-03,cucumber,1501.25,484888.4
2019-04-04,cucumber,1566.26,461431.6
2019-04-05,cucumber,1591.42,534152.8
2019-04-06,cucumber,1622.96,551172.4
2019-04-08,cucumber,1417.27,1049591.1
2019-04-09,cucumber,1434.18,618528.4
2019-04-10,cucumber,1372.71,636173.6
2019-04-11,cucumber,1380.21,562687.0
2019-04-12,cucumber,1474.48,574863.5
2019-04-13,cucumber,1504.74,560650.5
2019-04-15,cucumber,1396.18,1046499.6
2019-04-16,cucumber,1427.59,658894.6
2019-04-17,cucumber,1393.97,628419.0
2019-04-18,cucumber,1411.66,650885.6
2019-04-19,cucumber,1374.98,749727.4
2019-04-20,cucumber,1263.89,821641.7
2019-04-22,cucumber,1089.81,1351460.7
2019-04-23,cucumber,1022.55,819799.2
2019-04-24,cucumber,936.71,867799.6
2019-04-25,cucumber,928.56,832288.7
2019-04-26,cucumber,964.3,791944.0
2019-04-27,cucumber,1097.0,653599.1
2019-04-29,cucumber,1522.02,878875.0
2019-04-30,cucumber,1776.8,525109.0
2019-05-01,cucumber,1782.45,557041.0
2019-05-02,cucumber,1883.94,511144.3
2019-05-03,cucumber,2354.09,558954.8
2019-05-04,cucumber,2871.87,633759.0
2019-05-06,cucumber,1354.43,1463783.5
2019-05-07,cucumber,1172.88,949377.8
2019-05-08,cucumber,995.79,992123.0
2019-05-09,cucumber,1032.74,1003349.6
2019-05-10,cucumber,1080.89,1084131.2
2019-05-11,cucumber,883.58,1037451.5
2019-05-13,cucumber,843.52,1710533.0
2019-05-14,cucumber,915.81,1118454.1
2019-05-15,cucumber,886.66,1131954.2
2019-05-16,cucumber,887.23,1097253.0
2019-05-17,cucumber,915.83,1222411.6
2019-05-18,cucumber,915.08,1284243.8
2019-05-20,cucumber,831.3,1724411.4
2019-05-21,cucumber,970.7,1008383.1
2019-05-22,cucumber,1125.43,743716.0
2019-05-23,cucumber,1108.58,785192.1
2019-05-24,cucumber,1251.9,829547.6
2019-05-25,cucumber,1303.15,904754.4
2019-05-27,cucumber,1084.12,1668935.4
2019-05-28,cucumber,1096.46,1065127.2
2019-05-29,cucumber,1052.46,982915.0
2019-05-30,cucumber,1195.06,936329.57
2019-05-31,cucumber,1242.44,1011109.8
2019-06-01,cucumber,1088.69,1185912.6
2019-06-03,cucumber,1041.11,1591115.7
2019-06-04,cucumber,1124.38,1019733.0
2019-06-05,cucumber,1171.22,1071380.4
2019-06-06,cucumber,1092.87,1148031.0
2019-06-07,cucumber,1047.42,1260527.0
2019-06-08,cucumber,900.62,1223855.0
2019-06-10,cucumber,864.89,1695497.4
2019-06-11,cucumber,905.56,1073020.0
2019-06-12,cucumber,1066.3,927822.0
2019-06-13,cucumber,1225.13,818978.2
2019-06-14,cucumber,1176.2,891003.63
2019-06-15,cucumber,1115.06,986411.4
2019-06-17,cucumber,1078.76,1552286.3
2019-06-18,cucumber,1029.35,1128159.2
2019-06-19,cucumber,937.56,1108294.4
2019-06-20,cucumber,873.22,1116307.8
2019-06-21,cucumber,779.68,1090563.2
2019-06-22,cucumber,690.25,1100957.6
2019-06-24,cucumber,741.93,1514344.0
2019-06-25,cucumber,814.76,946944.6
2019-06-26,cucumber,914.56,914400.6
2019-06-27,cucumber,1046.58,814731.7
2019-06-28,cucumber,1059.89,835631.4
2019-06-29,cucumber,1046.67,854808.6
2019-07-01,cucumber,953.02,1241081.0
2019-07-02,cucumber,904.19,764578.6
2019-07-03,cucumber,880.58,683658.7
2019-07-04,cucumber,972.23,611819.7
2019-07-05,cucumber,1143.86,560702.2
2019-07-06,cucumber,1446.0,542257.2
2019-07-08,cucumber,1572.28,883320.0
2019-07-09,cucumber,1392.26,628678.1
2019-07-10,cucumber,1328.18,629022.5
2019-07-11,cucumber,1361.19,611565.5
2019-07-12,cucumber,1432.2,577754.0
2019-07-13,cucumber,1298.17,555694.8
2019-07-15,cucumber,1335.65,716499.5
2019-07-16,cucumber,1445.92,458271.0
2019-07-17,cucumber,1482.08,481150.0
2019-07-18,cucumber,1385.33,456517.1
2019-07-19,cucumber,1406.6,464650.9
2019-07-20,cucumber,1320.45,521024.7
2019-07-22,cucumber,1354.58,701558.0
2019-07-23,cucumber,1453.68,429143.0
2019-07-24,cucumber,1587.51,393371.25
2019-07-25,cucumber,1648.36,382875.8
2019-07-26,cucumber,1588.99,381661.2
2019-07-27,cucumber,1544.32,318616.1
2019-07-29,cucumber,2014.84,410081.4
2019-07-30,cucumber,2623.87,272150.1
2019-07-31,cucumber,2954.62,243793.8
2019-08-01,cucumber,3848.49,210387.5
2019-08-02,cucumber,4059.03,263879.1
2019-08-03,cucumber,3334.23,29591.0
2019-08-05,cucumber,2404.43,556230.4
2019-08-06,cucumber,2358.71,368044.9
2019-08-07,cucumber,2352.53,385642.8
2019-08-08,cucumber,2488.94,353068.8
2019-08-09,cucumber,2373.66,409776.4
2019-08-10,cucumber,1883.23,432867.8
2019-08-12,cucumber,1683.55,617698.8
2019-08-13,cucumber,1659.52,406920.7
2019-08-14,cucumber,1568.02,398390.0
2019-08-15,cucumber,1645.28,360966.6
2019-08-16,cucumber,1906.36,353680.7
2019-08-17,cucumber,1975.35,384992.5
2019-08-19,cucumber,1942.92,485615.2
2019-08-20,cucumber,2353.99,294499.3
2019-08-21,cucumber,2575.47,287757.0
2019-08-22,cucumber,2270.71,297466.2
2019-08-23,cucumber,2068.59,323496.3
2019-08-24,cucumber,1929.03,377312.5
2019-08-26,cucumber,1783.24,594951.9
2019-08-27,cucumber,1695.52,417602.2
2019-08-28,cucumber,1477.29,432044.0
2019-08-29,cucumber,1276.97,419776.2
2019-08-30,cucumber,1177.17,406122.7
2019-08-31,cucumber,1203.9,391357.6
2019-09-02,cucumber,1417.42,558235.0
2019-09-03,cucumber,1500.69,403913.0
2019-09-04,cucumber,1455.27,403992.8
2019-09-05,cucumber,1350.78,366589.4
2019-09-06,cucumber,1208.66,366879.6
2019-09-07,cucumber,1119.1,373089.6
2019-09-09,cucumber,1173.46,597546.0
2019-09-10,cucumber,1523.85,395753.0
2019-09-11,cucumber,1365.66,396823.0
2019-09-12,cucumber,728.8,284494.0
2019-09-16,cucumber,1331.05,382832.2
2019-09-17,cucumber,1704.45,352295.2
2019-09-18,cucumber,2078.1,291605.4
2019-09-19,cucumber,1748.71,316179.1
2019-09-20,cucumber,1686.34,285725.3
2019-09-21,cucumber,1670.64,317538.5
2019-09-23,cucumber,1868.06,375620.7
2019-09-24,cucumber,2025.0,262820.0
2019-09-25,cucumber,2077.15,235099.5
2019-09-26,cucumber,2232.24,228785.7
2019-09-27,cucumber,2143.95,289389.3
2019-09-28,cucumber,2052.89,353766.0
2019-09-30,cucumber,1513.02,632797.4
2019-10-01,cucumber,1482.75,386838.63
2019-10-02,cucumber,1343.78,404131.57
2019-10-03,cucumber,1208.47,355211.17
2019-10-04,cucumber,1107.31,368412.38
2019-10-05,cucumber,1139.04,361203.9
2019-10-07,cucumber,1501.38,474448.26
2019-10-08,cucumber,1742.04,259533.21
2019-10-09,cucumber,1657.19,276622.22
2019-10-10,cucumber,1968.56,189994.47
2019-10-11,cucumber,2284.53,201116.22
2019-10-12,cucumber,2463.68,246412.4
2019-10-14,cucumber,2294.41,379097.47
2019-10-15,cucumber,2435.72,220287.56
2019-10-16,cucumber,2516.25,246675.72
2019-10-17,cucumber,2503.22,226868.98
2019-10-18,cucumber,2310.53,276075.83
2019-10-19,cucumber,2049.92,310442.34
2019-10-21,cucumber,1720.76,559539.15
2019-10-22,cucumber,1587.19,361460.21
